"","scientificName","latitude","longitude","year","month","eventDate","basisOfRecord","DB","name","decimalLatitude","decimalLongitude"
"28","Helicoverpa armigera",-24.4,150.516666666667,1937,2,"","PreservedSpecimen","ALA",NA,NA,NA
"29","Helicoverpa armigera",-27.8833333333333,151.266666666667,1990,2,"1990-02-15","PreservedSpecimen","ALA",NA,NA,NA
"30","Helicoverpa armigera",-27.8833333333333,151.266666666667,1990,2,"1990-02-15","PreservedSpecimen","ALA",NA,NA,NA
"31","Helicoverpa armigera",-27.46667,153.0333,1979,2,"1979-02-28","PreservedSpecimen","ALA",NA,NA,NA
"32","Helicoverpa armigera",-17.2666702270508,145.483306884766,1969,2,"1969-02-09","PreservedSpecimen","ALA",NA,NA,NA
"33","Helicoverpa armigera",-27.46667,153.0333,1986,2,"","PreservedSpecimen","ALA",NA,NA,NA
"34","Helicoverpa armigera",-23.1666666666667,150.45,1956,2,"1956-02-16","PreservedSpecimen","ALA",NA,NA,NA
"35","Helicoverpa armigera",-27.65,151.85,1972,2,"1972-02-16","PreservedSpecimen","ALA",NA,NA,NA
"36","Helicoverpa armigera",-27.5166666666667,153.25,1964,2,"","PreservedSpecimen","ALA",NA,NA,NA
"37","Helicoverpa armigera",-19.6666666666667,147.416666666667,1944,2,"1944-02-16","PreservedSpecimen","ALA",NA,NA,NA
"38","Helicoverpa armigera",-35,150.75,1920,2,"1920-02-23","PreservedSpecimen","ALA",NA,NA,NA
"39","Helicoverpa armigera",-33.4,151.35,1951,2,"1951-02-15","PreservedSpecimen","ALA",NA,NA,NA
"40","Helicoverpa armigera",-32.9166717529297,150.166702270508,1980,2,"1980-02-12","PreservedSpecimen","ALA",NA,NA,NA
"41","Helicoverpa armigera",-33.8333333333333,148.683333333333,1960,2,"1960-02-21","PreservedSpecimen","ALA",NA,NA,NA
"42","Helicoverpa armigera",-34.7,150.7167,1973,2,"1973-02-04","PreservedSpecimen","ALA",NA,NA,NA
"43","Helicoverpa armigera",-35.2666702270508,149.100006103516,1955,2,"1955-02-21","PreservedSpecimen","ALA",NA,NA,NA
"44","Helicoverpa armigera",-35.2666702270508,149.100006103516,1953,2,"1953-02-08","PreservedSpecimen","ALA",NA,NA,NA
"45","Helicoverpa armigera",-38.16667,145.9333,1975,2,"1975-02-12","PreservedSpecimen","ALA",NA,NA,NA
"46","Helicoverpa armigera",-27.46667,153.0333,1903,2,"1903-02-16","PreservedSpecimen","ALA",NA,NA,NA
"47","Helicoverpa armigera",-17,145.433334350586,1963,2,"1963-02-05","PreservedSpecimen","ALA",NA,NA,NA
"48","Helicoverpa armigera",-16.6666698455811,145.633331298828,1980,2,"","PreservedSpecimen","ALA",NA,NA,NA
"49","Helicoverpa armigera",-11.01667,136.75,1977,2,"1977-02-03","PreservedSpecimen","ALA",NA,NA,NA
"50","Helicoverpa armigera",-33.76667,151.3,1928,2,"","PreservedSpecimen","ALA",NA,NA,NA
"51","Helicoverpa armigera",-11.01667,136.75,1977,2,"1977-02-03","PreservedSpecimen","ALA",NA,NA,NA
"52","Helicoverpa armigera",-15.65,128.7,1960,2,"1960-02-25","PreservedSpecimen","ALA",NA,NA,NA
"53","Helicoverpa armigera",-15.7666702270508,128.733306884766,1962,2,"1962-02-20","PreservedSpecimen","ALA",NA,NA,NA
"54","Helicoverpa armigera",-32.2333333333333,115.8,1978,2,"1978-02-09","PreservedSpecimen","ALA",NA,NA,NA
"55","Helicoverpa armigera",-32.2333333333333,115.8,1978,2,"1978-02-09","PreservedSpecimen","ALA",NA,NA,NA
"56","Helicoverpa armigera",-32.2333333333333,115.8,1978,2,"1978-02-09","PreservedSpecimen","ALA",NA,NA,NA
"57","Helicoverpa armigera",-32.2333333333333,115.8,1978,2,"1978-02-16","PreservedSpecimen","ALA",NA,NA,NA
"58","Helicoverpa armigera",-11.68333,142.7,1993,2,"1993-02-25","PreservedSpecimen","ALA",NA,NA,NA
"59","Helicoverpa armigera",-33.71667,151.3,1963,2,"1963-02-23","PreservedSpecimen","ALA",NA,NA,NA
"60","Helicoverpa armigera",-33.75,151.133333333333,1912,2,"1912-02-11","PreservedSpecimen","ALA",NA,NA,NA
"61","Helicoverpa armigera",-29.5166666666667,152.433333333333,1965,2,"1965-02-24","PreservedSpecimen","ALA",NA,NA,NA
"62","Helicoverpa armigera",-31.5666666666667,143.366666666667,1984,2,"1984-02-15","PreservedSpecimen","ALA",NA,NA,NA
"63","Helicoverpa armigera",-30.2,149.6,1967,2,"1967-02-22","PreservedSpecimen","ALA",NA,NA,NA
"64","Helicoverpa armigera",-30.8166666666667,152.516666666667,1941,2,"1941-02-22","PreservedSpecimen","ALA",NA,NA,NA
"65","Helicoverpa armigera",-28.75,153.4,1928,2,"1928-02-26","PreservedSpecimen","ALA",NA,NA,NA
"66","Helicoverpa armigera",-33.3833333333333,150.983333333333,1963,2,"1963-02-25","PreservedSpecimen","ALA",NA,NA,NA
"67","Helicoverpa armigera",-15.6333333333333,136.716666666667,1968,2,"1968-02-15","PreservedSpecimen","ALA",NA,NA,NA
"68","Helicoverpa armigera",-33.88333511,151.2167053,1950,2,"1950-02-01","PreservedSpecimen","ALA",NA,NA,NA
"69","Helicoverpa armigera",-34.25,140.4666595,1993,2,"1993-02-17","PreservedSpecimen","ALA",NA,NA,NA
"70","Helicoverpa armigera",-41.2599952366626,146.214664142337,1988,2,"1988-02-02","HumanObservation","ALA",NA,NA,NA
"71","Helicoverpa armigera",-41.2008868039831,146.266655291353,1990,2,"1990-02-26","HumanObservation","ALA",NA,NA,NA
"72","Helicoverpa armigera",-41.191322065991,146.322808681303,1999,2,"1999-02-11","HumanObservation","ALA",NA,NA,NA
"73","Helicoverpa armigera",-41.1918491459055,146.261986197407,1989,2,"1989-02-05","HumanObservation","ALA",NA,NA,NA
"74","Helicoverpa armigera",-41.1918491459055,146.261986197407,1988,2,"1988-02-02","HumanObservation","ALA",NA,NA,NA
"75","Helicoverpa armigera",-41.1783687977097,146.266906523515,1989,2,"1989-02-09","HumanObservation","ALA",NA,NA,NA
"76","Helicoverpa armigera",-41.191322065991,146.322808681303,1999,2,"1999-02-16","HumanObservation","ALA",NA,NA,NA
"77","Helicoverpa armigera",-27.46667,153.0333,1979,8,"1979-08-27","PreservedSpecimen","ALA",NA,NA,NA
"78","Helicoverpa armigera",-17.1333333333333,145.433333333333,1965,8,"1965-08-14","PreservedSpecimen","ALA",NA,NA,NA
"79","Helicoverpa armigera",-22.3833333333333,143.033333333333,1987,8,"1987-08-12","PreservedSpecimen","ALA",NA,NA,NA
"80","Helicoverpa armigera",-20.7333333333333,143.133333333333,1987,8,"1987-08-15","PreservedSpecimen","ALA",NA,NA,NA
"81","Helicoverpa armigera",-19.8666666666667,146.683333333333,1962,8,"1962-08-07","PreservedSpecimen","ALA",NA,NA,NA
"82","Helicoverpa armigera",-19.8666666666667,146.683333333333,1962,8,"1962-08-07","PreservedSpecimen","ALA",NA,NA,NA
"83","Helicoverpa armigera",-19.56667,147.4,1989,8,"1989-08-18","PreservedSpecimen","ALA",NA,NA,NA
"84","Helicoverpa armigera",-19.8666666666667,146.683333333333,1962,8,"1962-08-07","PreservedSpecimen","ALA",NA,NA,NA
"85","Helicoverpa armigera",-19.8666666666667,146.683333333333,1962,8,"1962-08-07","PreservedSpecimen","ALA",NA,NA,NA
"86","Helicoverpa armigera",-19.8666666666667,146.683333333333,1962,8,"1962-08-07","PreservedSpecimen","ALA",NA,NA,NA
"87","Helicoverpa armigera",-19.8666666666667,146.683333333333,1962,8,"1962-08-07","PreservedSpecimen","ALA",NA,NA,NA
"88","Helicoverpa armigera",-19.56667,147.4,1989,8,"1989-08-18","PreservedSpecimen","ALA",NA,NA,NA
"89","Helicoverpa armigera",-27.4666666666667,152.983333333333,1942,8,"1942-08-28","PreservedSpecimen","ALA",NA,NA,NA
"90","Helicoverpa armigera",-27.5833333333333,153.05,1952,8,"1952-08-19","PreservedSpecimen","ALA",NA,NA,NA
"91","Helicoverpa armigera",-23.3666706085205,150.516693115234,1952,8,"1952-08-12","PreservedSpecimen","ALA",NA,NA,NA
"92","Helicoverpa armigera",-13.9833333333333,143.55,1962,8,"1962-08-01","PreservedSpecimen","ALA",NA,NA,NA
"93","Helicoverpa armigera",-13.9833333333333,143.55,1962,8,"1962-08-21","PreservedSpecimen","ALA",NA,NA,NA
"94","Helicoverpa armigera",-15.6499996185303,128.699996948242,1957,8,"1957-08-13","PreservedSpecimen","ALA",NA,NA,NA
"95","Helicoverpa armigera",-15.65,128.7,1968,8,"1968-08-24","PreservedSpecimen","ALA",NA,NA,NA
"96","Helicoverpa armigera",-15.6499996185303,128.699996948242,1957,8,"1957-08-02","PreservedSpecimen","ALA",NA,NA,NA
"97","Helicoverpa armigera",-33.4,151.35,1946,8,"1946-08-11","PreservedSpecimen","ALA",NA,NA,NA
"98","Helicoverpa armigera",-31.95,115.85,1978,8,"1978-08-08","PreservedSpecimen","ALA",NA,NA,NA
"99","Helicoverpa armigera",-15.7666702270508,128.733306884766,1968,8,"1968-08-10","PreservedSpecimen","ALA",NA,NA,NA
"100","Helicoverpa armigera",-15.7666702270508,128.733306884766,1968,8,"1968-08-04","PreservedSpecimen","ALA",NA,NA,NA
"101","Helicoverpa armigera",-15.7666702270508,128.733306884766,1962,8,"1962-08-06","PreservedSpecimen","ALA",NA,NA,NA
"102","Helicoverpa armigera",-15.7666702270508,128.733306884766,1962,8,"1962-08-28","PreservedSpecimen","ALA",NA,NA,NA
"103","Helicoverpa armigera",-15.7666702270508,128.733306884766,1962,8,"1962-08-29","PreservedSpecimen","ALA",NA,NA,NA
"104","Helicoverpa armigera",-15.7666702270508,128.733306884766,1962,8,"1962-08-27","PreservedSpecimen","ALA",NA,NA,NA
"105","Helicoverpa armigera",-15.7666702270508,128.733306884766,1962,8,"1962-08-28","PreservedSpecimen","ALA",NA,NA,NA
"106","Helicoverpa armigera",-15.7666702270508,128.733306884766,1962,8,"1962-08-29","PreservedSpecimen","ALA",NA,NA,NA
"107","Helicoverpa armigera",-31.95,115.85,1978,8,"","PreservedSpecimen","ALA",NA,NA,NA
"108","Helicoverpa armigera",-15.1833333333333,143.866666666667,1993,8,"1993-08-17","PreservedSpecimen","ALA",NA,NA,NA
"109","Helicoverpa armigera",-16.4,131.0167,1973,8,"1973-08-12","PreservedSpecimen","ALA",NA,NA,NA
"110","Helicoverpa armigera",-14.4666666666667,132.266666666667,1973,8,"1973-08-16","PreservedSpecimen","ALA",NA,NA,NA
"111","Helicoverpa armigera",-18.4,145.9,1911,8,"","PreservedSpecimen","ALA",NA,NA,NA
"112","Helicoverpa armigera",-28.8333333333333,153.433333333333,1970,8,"","PreservedSpecimen","ALA",NA,NA,NA
"113","Helicoverpa armigera",-27.46667,153.0333,1960,8,"1960-08-09","PreservedSpecimen","ALA",NA,NA,NA
"114","Helicoverpa armigera",-30.33333397,149.7832947,1975,4,"1975-04-01","PreservedSpecimen","ALA",NA,NA,NA
"115","Helicoverpa armigera",-23.0166666666667,150.483333333333,1964,4,"1964-04-13","PreservedSpecimen","ALA",NA,NA,NA
"116","Helicoverpa armigera",-27.63333,152.7167,1964,4,"1964-04-03","PreservedSpecimen","ALA",NA,NA,NA
"117","Helicoverpa armigera",-27.7,151.933333333333,1977,5,"","PreservedSpecimen","ALA",NA,NA,NA
"118","Helicoverpa armigera",-23.4833333333333,150.316666666667,1956,4,"1956-04-26","PreservedSpecimen","ALA",NA,NA,NA
"119","Helicoverpa armigera",-19.56667,147.4,1964,4,"1964-04-20","PreservedSpecimen","ALA",NA,NA,NA
"120","Helicoverpa armigera",-22.75,147.133333333333,1954,4,"1954-04-14","PreservedSpecimen","ALA",NA,NA,NA
"121","Helicoverpa armigera",-34.58333206,138.5166931,1985,10,"","PreservedSpecimen","ALA",NA,NA,NA
"122","Helicoverpa armigera",-27.3166666666667,152.05,1954,4,"1954-04-15","PreservedSpecimen","ALA",NA,NA,NA
"123","Helicoverpa armigera",-34.96810913,138.6311951,1944,10,"1944-10-05","PreservedSpecimen","ALA",NA,NA,NA
"124","Helicoverpa armigera",-17.1333333333333,145.433333333333,1965,5,"1965-05-14","PreservedSpecimen","ALA",NA,NA,NA
"125","Helicoverpa armigera",-24.4,150.516666666667,1956,5,"1956-05-03","PreservedSpecimen","ALA",NA,NA,NA
"126","Helicoverpa armigera",-34.58333206,138.5166931,1985,10,"","PreservedSpecimen","ALA",NA,NA,NA
"127","Helicoverpa armigera",-34.58333206,138.5166931,1985,10,"","PreservedSpecimen","ALA",NA,NA,NA
"128","Helicoverpa armigera",-42.8627874004,147.322004093,2016,9,"2016-09-02","HumanObservation","ALA",NA,NA,NA
"129","Helicoverpa armigera",-34.58333206,138.5166931,1985,10,"","PreservedSpecimen","ALA",NA,NA,NA
"130","Helicoverpa armigera",-34.58333206,138.5166931,1985,10,"","PreservedSpecimen","ALA",NA,NA,NA
"131","Helicoverpa armigera",-26.4443374,152.6819622,2014,9,"2014-09-11","HumanObservation","ALA",NA,NA,NA
"132","Helicoverpa armigera",-23.1666666666667,150.45,1956,5,"1956-05-30","PreservedSpecimen","ALA",NA,NA,NA
"133","Helicoverpa armigera",-17.1333333333333,145.433333333333,1970,5,"","PreservedSpecimen","ALA",NA,NA,NA
"134","Helicoverpa armigera",-17.1333333333333,145.433333333333,1970,5,"","PreservedSpecimen","ALA",NA,NA,NA
"135","Helicoverpa armigera",-22.75,147.133333333333,1954,4,"1954-04-14","PreservedSpecimen","ALA",NA,NA,NA
"136","Helicoverpa armigera",-27.5666666666667,152.283333333333,1969,4,"1969-04-16","PreservedSpecimen","ALA",NA,NA,NA
"137","Helicoverpa armigera",-35.263614,149.083442,2008,11,"2008-11-22","Image","ALA",NA,NA,NA
"138","Helicoverpa armigera",-26.4443374,152.6819622,2015,3,"2015-03-05","HumanObservation","ALA",NA,NA,NA
"139","Helicoverpa armigera",-34.45000076,140.5666962,1976,7,"1976-07-21","PreservedSpecimen","ALA",NA,NA,NA
"140","Helicoverpa armigera",-34.28332901,140.6000061,1993,3,"1993-03-01","PreservedSpecimen","ALA",NA,NA,NA
"141","Helicoverpa armigera",-34.66666794,138.5666962,1978,3,"1978-03-23","PreservedSpecimen","ALA",NA,NA,NA
"142","Helicoverpa armigera",-24.4,150.516666666667,1937,3,"","PreservedSpecimen","ALA",NA,NA,NA
"143","Helicoverpa armigera",-33.999418,151.061074,2011,12,"2011-12-24","Image","ALA",NA,NA,NA
"144","Helicoverpa armigera",-26.8243388626198,152.920160293579,2017,12,"2017-12-06","HumanObservation","ALA",NA,NA,NA
"145","Helicoverpa armigera",-34.58333206,138.5166931,1985,10,"","PreservedSpecimen","ALA",NA,NA,NA
"146","",-35.238183,149.029667,2017,12,"2017-12-06","HumanObservation","ALA",NA,NA,NA
"147","",-35.238275,149.029673,2017,12,"2017-12-06","HumanObservation","ALA",NA,NA,NA
"148","Helicoverpa armigera",-27.46667,153.0333,1977,7,"1977-07-02","PreservedSpecimen","ALA",NA,NA,NA
"149","Helicoverpa armigera",-24.4,150.516666666667,1937,3,"","PreservedSpecimen","ALA",NA,NA,NA
"150","Helicoverpa armigera",-27.46667,153.0333,1978,3,"1978-03-07","PreservedSpecimen","ALA",NA,NA,NA
"151","Helicoverpa armigera",-27.46667,153.0333,1977,3,"1977-03-04","PreservedSpecimen","ALA",NA,NA,NA
"152","Helicoverpa armigera",-26.4438381195068,152.682205200195,NA,NA,"","HumanObservation","ALA",NA,NA,NA
"153","Helicoverpa armigera",-27.5666666666667,151.516666666667,1980,3,"1980-03-27","PreservedSpecimen","ALA",NA,NA,NA
"154","Helicoverpa armigera",-23.1666666666667,150.45,1956,3,"1956-03-14","PreservedSpecimen","ALA",NA,NA,NA
"155","Helicoverpa armigera",-27.3166666666667,152.05,1954,3,"1954-03-14","PreservedSpecimen","ALA",NA,NA,NA
"156","Helicoverpa armigera",-35.3176460266113,150.437164306641,NA,NA,"","HumanObservation","ALA",NA,NA,NA
"157","Helicoverpa armigera",-34.58333206,138.5166931,1985,10,"","PreservedSpecimen","ALA",NA,NA,NA
"158","Helicoverpa armigera",-26.4438381195068,152.682205200195,NA,NA,"","HumanObservation","ALA",NA,NA,NA
"159","Helicoverpa armigera",-27.5,153.4,1985,9,"1985-09-24","PreservedSpecimen","ALA",NA,NA,NA
"160","Helicoverpa armigera",-35.263386,149.083228,2009,1,"2009-01-04","Image","ALA",NA,NA,NA
"161","Helicoverpa armigera",-35.264437,149.0837,2011,1,"2011-01-05","Image","ALA",NA,NA,NA
"162","Helicoverpa armigera",-19.7833333333333,147.233333333333,1954,3,"1954-03-31","PreservedSpecimen","ALA",NA,NA,NA
"163","Helicoverpa armigera",-35.264437,149.0837,2011,1,"2011-01-05","Image","ALA",NA,NA,NA
"164","Helicoverpa armigera",-35.264437,149.0837,2011,1,"2011-01-05","Image","ALA",NA,NA,NA
"165","Helicoverpa armigera",-17,145.433334350586,1969,3,"","PreservedSpecimen","ALA",NA,NA,NA
"166","Helicoverpa armigera",-19.7833333333333,147.233333333333,1954,3,"1954-03-31","PreservedSpecimen","ALA",NA,NA,NA
"167","Helicoverpa armigera",-19.7833333333333,147.233333333333,1954,3,"1954-03-31","PreservedSpecimen","ALA",NA,NA,NA
"168","Helicoverpa armigera",-24.4,150.516666666667,1956,5,"1956-05-10","PreservedSpecimen","ALA",NA,NA,NA
"169","Helicoverpa armigera",-24.4,150.516666666667,1956,5,"1956-05-10","PreservedSpecimen","ALA",NA,NA,NA
"170","Helicoverpa armigera",-27.5666666666667,152.283333333333,1969,4,"1969-04-16","PreservedSpecimen","ALA",NA,NA,NA
"171","Helicoverpa armigera",-19.56667,147.4,1954,5,"1954-05-17","PreservedSpecimen","ALA",NA,NA,NA
"172","Helicoverpa armigera",-19.7833333333333,147.233333333333,1954,3,"1954-03-31","PreservedSpecimen","ALA",NA,NA,NA
"173","Helicoverpa armigera",-19.7833333333333,147.233333333333,1954,3,"1954-03-31","PreservedSpecimen","ALA",NA,NA,NA
"174","",-35.238281,149.029658,2017,12,"2017-12-06","HumanObservation","ALA",NA,NA,NA
"175","Helicoverpa armigera",-12.3666666666667,130.883333333333,1991,3,"1991-03-12","PreservedSpecimen","ALA",NA,NA,NA
"176","Helicoverpa armigera",-12.3666666666667,130.883333333333,1991,3,"1991-03-13","PreservedSpecimen","ALA",NA,NA,NA
"177","Helicoverpa armigera",-24.4,150.516666666667,1936,12,"","PreservedSpecimen","ALA",NA,NA,NA
"178","Helicoverpa armigera",-27.46667,153.0333,1976,12,"1976-12-24","PreservedSpecimen","ALA",NA,NA,NA
"179","Helicoverpa armigera",-27.5666666666667,152.283333333333,1977,4,"","PreservedSpecimen","ALA",NA,NA,NA
"180","Helicoverpa armigera",-26.65,153.1,1962,4,"1962-04-20","PreservedSpecimen","ALA",NA,NA,NA
"181","Helicoverpa armigera",-33.079369,151.4459825,2016,11,"2016-11-23","HumanObservation","ALA",NA,NA,NA
"182","Helicoverpa armigera",-26.65,153.1,1962,4,"1962-04-20","PreservedSpecimen","ALA",NA,NA,NA
"183","Helicoverpa armigera",-16.81667,145.2167,1970,4,"","PreservedSpecimen","ALA",NA,NA,NA
"184","Helicoverpa armigera",-26.65,153.1,1962,4,"1962-04-20","PreservedSpecimen","ALA",NA,NA,NA
"185","Helicoverpa armigera",-35.1258316,139.2658266,1997,11,"1997-11-12","PreservedSpecimen","ALA",NA,NA,NA
"186","Helicoverpa armigera",-16.81667,145.2167,1970,4,"","PreservedSpecimen","ALA",NA,NA,NA
"187","Helicoverpa armigera",-19.0333333333333,138.75,1986,4,"1986-04-15","PreservedSpecimen","ALA",NA,NA,NA
"188","Helicoverpa armigera",-24.4,150.516666666667,NA,NA,"","PreservedSpecimen","ALA",NA,NA,NA
"189","Helicoverpa armigera",-35.01,138.61,1993,3,"1993-03-07","PreservedSpecimen","ALA",NA,NA,NA
"190","Helicoverpa armigera",-34.6666666666667,138.566666666667,1978,3,"1978-03-23","PreservedSpecimen","ALA",NA,NA,NA
"191","Helicoverpa armigera",-27.48333,152.9833,1939,7,"","PreservedSpecimen","ALA",NA,NA,NA
"192","Helicoverpa armigera",-19.56667,147.4,1959,7,"1959-07-03","PreservedSpecimen","ALA",NA,NA,NA
"193","Helicoverpa armigera",-19.56667,147.4,1959,7,"1959-07-03","PreservedSpecimen","ALA",NA,NA,NA
"194","Helicoverpa armigera",-26.56667,152.8667,1911,4,"1911-04-25","PreservedSpecimen","ALA",NA,NA,NA
"195","Helicoverpa armigera",-27.46667,153.0333,1967,4,"1967-04-07","PreservedSpecimen","ALA",NA,NA,NA
"196","Helicoverpa armigera",-30.3333301544189,149.783340454102,1975,4,"","PreservedSpecimen","ALA",NA,NA,NA
"197","Helicoverpa armigera",-33.8833333333333,151.216666666667,1923,4,"1923-04-11","PreservedSpecimen","ALA",NA,NA,NA
"198","Helicoverpa armigera",-35,150.75,1918,3,"1918-03-06","PreservedSpecimen","ALA",NA,NA,NA
"199","Helicoverpa armigera",-35,150.75,1918,3,"1918-03-27","PreservedSpecimen","ALA",NA,NA,NA
"200","Helicoverpa armigera",-27.46667,153.0333,1976,12,"1976-12-17","PreservedSpecimen","ALA",NA,NA,NA
"201","Helicoverpa armigera",-33.4,151.35,1951,3,"1951-03-02","PreservedSpecimen","ALA",NA,NA,NA
"202","Helicoverpa armigera",-19.7833333333333,147.233333333333,1954,7,"1954-07-06","PreservedSpecimen","ALA",NA,NA,NA
"203","Helicoverpa armigera",-19.7833333333333,147.233333333333,1954,7,"1954-07-06","PreservedSpecimen","ALA",NA,NA,NA
"204","Helicoverpa armigera",-27.6166666666667,152.783333333333,1963,9,"","PreservedSpecimen","ALA",NA,NA,NA
"205","Helicoverpa armigera",-34.26667,150.7333,1973,4,"1973-04-28","PreservedSpecimen","ALA",NA,NA,NA
"206","Helicoverpa armigera",-35.85,150.183333333333,1966,4,"1966-04-13","PreservedSpecimen","ALA",NA,NA,NA
"207","Helicoverpa armigera",-35.3333282470703,149.25,1973,3,"1973-03-18","PreservedSpecimen","ALA",NA,NA,NA
"208","Helicoverpa armigera",-33.8833333333333,151.216666666667,1923,4,"1923-04-07","PreservedSpecimen","ALA",NA,NA,NA
"209","Helicoverpa armigera",-34.26667,150.7333,1976,4,"1976-04-13","PreservedSpecimen","ALA",NA,NA,NA
"210","Helicoverpa armigera",-19.56667,147.4,1954,7,"1954-07-10","PreservedSpecimen","ALA",NA,NA,NA
"211","Helicoverpa armigera",-19.56667,147.4,1954,7,"1954-07-16","PreservedSpecimen","ALA",NA,NA,NA
"212","Helicoverpa armigera",-35.264437,149.0837,2011,1,"2011-01-05","Image","ALA",NA,NA,NA
"213","Helicoverpa armigera",-19.56667,147.4,1954,7,"1954-07-17","PreservedSpecimen","ALA",NA,NA,NA
"214","Helicoverpa armigera",-20.7333333333333,139.483333333333,1987,7,"1987-07-14","PreservedSpecimen","ALA",NA,NA,NA
"215","Helicoverpa armigera",-34.65,150.866666666667,1959,3,"1959-03-09","PreservedSpecimen","ALA",NA,NA,NA
"216","Helicoverpa armigera",-35.35,149.233333333333,1973,3,"1973-03-28","PreservedSpecimen","ALA",NA,NA,NA
"217","Helicoverpa armigera",-20.7333333333333,139.483333333333,1987,7,"1987-07-14","PreservedSpecimen","ALA",NA,NA,NA
"218","Helicoverpa armigera",-17,145.433334350586,1970,7,"","PreservedSpecimen","ALA",NA,NA,NA
"219","Helicoverpa armigera",-27.88333,153.1333,1959,9,"1959-09-30","PreservedSpecimen","ALA",NA,NA,NA
"220","Helicoverpa armigera",-34.8,150.31,1955,3,"1955-03-15","PreservedSpecimen","ALA",NA,NA,NA
"221","Helicoverpa armigera",-19.56667,147.4,1954,5,"1954-05-17","PreservedSpecimen","ALA",NA,NA,NA
"222","Helicoverpa armigera",-35.1258316,139.2658266,1997,11,"1997-11-12","PreservedSpecimen","ALA",NA,NA,NA
"223","Helicoverpa armigera",-20.01667,148.25,1955,5,"1955-05-28","PreservedSpecimen","ALA",NA,NA,NA
"224","Helicoverpa armigera",-20.01667,148.25,1954,5,"1954-05-20","PreservedSpecimen","ALA",NA,NA,NA
"225","Helicoverpa armigera",-27.5666666666667,152.283333333333,1969,5,"1969-05-23","PreservedSpecimen","ALA",NA,NA,NA
"226","Helicoverpa armigera",-16.91667,145.7667,NA,NA,"","PreservedSpecimen","ALA",NA,NA,NA
